"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1846038291604205857","Tue Oct 15 04:00:01 +0000 2024","1492"," Salam hangat dari kedua bianconero kita untuk Timnas Indonesia yang akan menghadapi China pada Kualifikasi Piala Dunia 2026 Putaran 3 malam ini! Selamat berjuang Pasukan Garuda! 🇮🇩 #TimnasDay #JuventusIndonesia https://t.co/3jngAAfqCi","1846038291604205857","https://pbs.twimg.com/ext_tw_video_thumb/1845844791772495873/pu/img/YyDtsLvP-c2-ifeB.jpg","","in","Allianz Stadium","19","42","311","https://x.com/juventusfcid/status/1846038291604205857","1309959812","juventusfcid"
"1554101986395508736","Mon Aug 01 13:49:22 +0000 2022","438","Berikut gambaran perjalanan Kualifikasi FIFA WORLD CUP 2026 + AFC ASIAN CUP 2027. DIMULAI OKTOBER 2023 untuk round 1 namun jika Timnas Indonesia masuk 25 besar Rank FIFA zona ASIA baru akan main di Round 2 NOVEMBER 2023. https://t.co/NP8W4UcbBV","1554101986395508736","https://pbs.twimg.com/media/FZFHhRwVUAIZb5F.jpg","","in","DKI Jakarta, Indonesia","7","20","71","https://x.com/UpdateBolabola/status/1554101986395508736","1089010123","UpdateBolabola"
"1844640359181320616","Fri Oct 11 07:25:08 +0000 2024","10632","🇮🇩🇰🇷 Selamat Ulang Tahun yang ke 54 tahun untuk Shin Tae-yong Statistik STY bersama Timnas Indonesia (Senior): 50 pertandingan 24 Menang 13 Seri 13 Kalah Pelatih Timnas Indonesia pertama dalam sejarah yang mampu membawa Indonesia ke R3 Kualifikasi Piala Dunia! https://t.co/5kiFWlksRH","1844640359181320616","https://pbs.twimg.com/media/GZl6oE9bIAAAAHR.jpg","","in","Terperangkap Offside","42","61","1998","https://x.com/FaktaSepakbola/status/1844640359181320616","1316071146","FaktaSepakbola"
"1846191839482917332","Tue Oct 15 14:10:09 +0000 2024","170","Klasemen sementara grup C round 3 kualifikasi Piala Dunia 2026. Kekalahan atas China membuat Indonesia masih tertahan di posisi 5. Next match timnas Indonesia 🇮🇩 🆚 Jepang (15/11) | 🆚 Arab Saudi (19/11) | Masih pada optimis? https://t.co/2aBXbfQQRZ","1846191839482917332","https://pbs.twimg.com/media/GZ79sLwb0AIqpCv.jpg","","in","","11","47","33","https://x.com/gilabola_ina/status/1846191839482917332","1170153265444442113","gilabola_ina"
"1800537127064940570","Tue Jun 11 14:34:38 +0000 2024","12672","Alhamdulillah Indonesia berhasil lolos ke babak ketiga Kualifikasi Piala Dunia 2026 zona Asia. Kemenangan atas Filipina sekaligus mengamankan tiket ke putaran final Piala Asia 2027. Terima kasih untuk seluruh pemain ofisial dan masyarakat Indonesia untuk doa dan dukungannya. https://t.co/MEHEsDP8te","1800537127064940570","https://pbs.twimg.com/media/GPzK-G4a4AESy3V.jpg","","in","Indonesia","149","838","2092","https://x.com/erickthohir/status/1800537127064940570","43088704","erickthohir"
"1846206358754152498","Tue Oct 15 15:07:51 +0000 2024","5","STY ini bukan pelatih kemarin sore. Sangat gak logis kalau dia dibilang eksperimen taktik di laga kualifikasi piala dunia dan match tandang. Setiap keputusan taktikal diambil dgn dasar teknikal saat training pasti punya risk dan kelemahannya. Ya emang harus diakui malam ini","1846206358754152498","","","in","Indonesia","1","0","2","https://x.com/adriantopriyo/status/1846206358754152498","296750908","adriantopriyo"
"1844195620749517094","Thu Oct 10 01:57:54 +0000 2024","128","Bismillah Doa2 terbaik buat timnas kita yg malam ini (10/10) akan berjuang melawan Bahrain. Nobar pukul 23:00 WIB Kualifikasi Piala Dunia Putaran 3. Negeri penuh asa Rakyat terus berjuang Garuda mengangkasa Indonesiaku terbang #IndonesiakuTerbang https://t.co/5dU32HCY7z","1844195620749517094","https://pbs.twimg.com/media/GZfmIgoaAAEAvuD.jpg","","in","Jakarta to the World","7","112","90","https://x.com/MardaniAliSera/status/1844195620749517094","122020937","MardaniAliSera"
"1841796788883488902","Thu Oct 03 11:05:48 +0000 2024","2179","Time ni umur arif baru 18-19 asnawi dah 22. Sekarang Asnawi dah 24 tahun berani abroad main di round Kualifikasi Piala Dunia 2026 bukan di Pestabola Merdeka. Beza level bro @RooneywazzaMY https://t.co/WKjXLDohau","1841796788883488902","https://pbs.twimg.com/media/GY9gacUbAAEGYEj.jpg","","in","","10","145","159","https://x.com/gilabola_ina/status/1841796788883488902","1170153265444442113","gilabola_ina"
"1196804587362996224","Tue Nov 19 14:57:03 +0000 2019","238","Kedudukan terkini World Cup - Asia Cup Qualifier Vietnam 🇻🇳 11 pts MALAYSIA 🇲🇾 9 pts Thailand 🇹🇭 8 pts UAE 🇦🇪 6 pts Indonesia 🇮🇩 0 pts Nak rival pabenda skor 3 bolos 16. Huhu. https://t.co/fpmQnF8Yjz","1196804587362996224","https://pbs.twimg.com/media/EJvnbUqU0AAcvAM.png","","in","Gampang, UB","8","6","307","https://x.com/daudghani83/status/1196804587362996224","712113290","daudghani83"
"1806230030814753085","Thu Jun 27 07:36:12 +0000 2024","912","Sah! Round 3 kelayakan WCQ terbahagi kepada tiga kumpulan. Hanya 8 slot asia sahaja yang akan layak ke Piala Dunia + 1 akan bermain playoff. Indonesia satu satunya wakil asia tenggara dan admin anggap mereka king asean. Ramalan admin indonesia layak ke WCQ menerusi playoff. https://t.co/r7wTNO2bYq","1806230030814753085","https://pbs.twimg.com/media/GREEov6bgAA5rnr.jpg","","in","","41","80","183","https://x.com/OnefootballM/status/1806230030814753085","1413779245097127940","OnefootballM"
"1788597114752356512","Thu May 09 15:49:17 +0000 2024","13025","🇮🇩SAVE THE DATE MATCH TIMNAS INDONESIA! KUALIFIKASI PIALA DUNIA R2! 🇮🇩 Indonesia vs Irak 🇮🇶 ️ Kamis 6 Juni 2024 ⏰ K.O 19.30 WIB ️ Stadion Utama Gelora Bung Karno 🇮🇩 Indonesia vs Filipina 🇵🇭 ️ Selasa 11 Juni 2024 ⏰ K.O 19.30 WIB ️ Stadion Utama Gelora Bung Karno https://t.co/kM6K6Cp2vP","1788597114752356512","https://pbs.twimg.com/media/GNJflh9bwAAI1GK.jpg","","in","Terperangkap Offside","480","378","2762","https://x.com/FaktaSepakbola/status/1788597114752356512","1316071146","FaktaSepakbola"
"1772624675258179843","Tue Mar 26 14:00:31 +0000 2024","6741","Indonesia kini ada di peringkat 2 Grup F kualifikasi ronde 2 Piala Dunia 2026! Tersisa 2 pertandingan lagi bagi Timnas Indonesia: vs Irak (H) 6 Juni 2024. vs Filipina (H) 11 Juni 2024. Bisa menang lawan Filipina Indonesia lolos ke ronde 3 kualifikasi &amp; auto lolos Piala https://t.co/ZLAJ2YGS1C","1772624675258179843","https://pbs.twimg.com/media/GJmgvvia4AAMJSV.jpg","","in","Terperangkap Offside","96","289","748","https://x.com/FaktaSepakbola/status/1772624675258179843","1316071146","FaktaSepakbola"
"1843302650928128310","Mon Oct 07 14:49:33 +0000 2024","42","Kapten Timnas Indonesia Jay Idzes menyampaikan sebuah pesan untuk suporter skuad Garuda jelang melawan Bahrain di Kualifikasi Piala Dunia 2026 Zona Asia. #jayidzes #kapten #timnasindonesia #timnasday #suporter #bahrain #kualifikasipialadunia2026 #infobola #beritabola https://t.co/VFpCWioPXX","1843302650928128310","https://pbs.twimg.com/media/GZS59zDbEAAy70X.jpg","","in","","0","4","1","https://x.com/turunminum_id/status/1843302650928128310","1639038819143155712","turunminum_id"
"1846147176143245610","Tue Oct 15 11:12:41 +0000 2024","5"," Kualifikasi Piala Dunia 2026 Duel Seru : China vs Indonesia Tanggal : Selasa 15 Oktober 2024 Kick-off : 19:00 WIB Stadiun : Qingdao Youth Football Stadium LINE UP STARTING @TimnasIndonesia https://t.co/0a7i6mIvAS","1846147176143245610","https://pbs.twimg.com/media/GZ7VEG3b0AEyGdH.jpg","","in","","0","1","0","https://x.com/garudatixxx/status/1846147176143245610","1798636638496804864","garudatixxx"
"1459651109375541250","Sat Nov 13 22:35:18 +0000 2021","715","Negara-negara yang telah lolos ke Piala Dunia 2022 sejauh ini : Qatar 🇶🇦 Jerman 🇩🇪 Denmark 🇩🇰 Brazil 🇧🇷 Prancis 🇫🇷 Belgia 🇧🇪 26 tiket lagi.. ️ https://t.co/nk6G5McK30","1459651109375541250","https://pbs.twimg.com/media/FEG48ptVQAUJJc6.jpg","","in","","7","51","75","https://x.com/idextratime/status/1459651109375541250","1222927522033094656","idextratime"
"1844457668636991832","Thu Oct 10 19:19:11 +0000 2024","4506","Terima kasih atas perjuangannya hingga detik ini Timnas Indonesia!🇮🇩 Sejauh ini Indonesia (3 Match 3 Draw) &amp; Jepang masih tak terkalahkan di R3 Kualifikasi Piala Dunia. Perjalanan masih panjang. Ayo tetap berjuang dan berikan yang terbaik untuk bangsa kita!🇮🇩 https://t.co/cnfXMPTskH","1844457668636991832","https://pbs.twimg.com/media/GZjUd-wbgAAxLcM.jpg","","in","Terperangkap Offside","15","41","674","https://x.com/FaktaSepakbola/status/1844457668636991832","1316071146","FaktaSepakbola"
"1800765158207393868","Wed Jun 12 05:40:44 +0000 2024","6621","Netizen &amp; fans bola di India saat ini sedang marah &amp; protes terkait keputusan wasit di laga kualifikasi Piala Dunia vs Qatar. Tepatnya saat gol penyama kedudukan 1-1 dari Qatar di menit 73'. Pemain India protes karena wasit mengesahkan gol tersebut padahal sebelum gol itu https://t.co/LreL5FIz4P","1800765158207393868","https://pbs.twimg.com/media/GP2aW2nawAAGnvC.jpg","","in","Terperangkap Offside","117","295","605","https://x.com/FaktaSepakbola/status/1800765158207393868","1316071146","FaktaSepakbola"
"1844300186543325684","Thu Oct 10 08:53:24 +0000 2024","56","Hai Sobat Informasi! Siap-siap dukung Timnas Indonesia di Kualifikasi Piala Dunia 2026! 🇮🇩 Yuk catat jadwal pertandingannya dan beri semangat penuh untuk Garuda terbang tinggi! #TimnasDay #PialaDunia2026 #infosemarang #beritasemarang #ppidkotasemarang #hakandauntuktahu https://t.co/5aCBn7z4Xv","1844300186543325684","https://pbs.twimg.com/media/GZhFPpLaAAUsyZE.jpg","","in","Jl. Pemuda No.148","0","1","11","https://x.com/ppidkotasmg/status/1844300186543325684","1046795982732546048","ppidkotasmg"
"1806236315257852359","Thu Jun 27 08:01:10 +0000 2024","4319","Realistis.. Enggak usah bicara soal potensi lolos ke Kualifikasi R4 (3-4) apalagi langsung lolos Piala Dunia 2026 (1-2) Timnas Indonesia bisa dapat lebih dari 7poin udah sebuah pencapaian luar biasa banget! Satu-satunya negara ASEAN di Kualifikasi R3! HERE WE GO 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩 https://t.co/pbNMacaBre","1806236315257852359","https://pbs.twimg.com/media/GREJ0O2bYAAEnYc.jpg","","in","Indonesia","39","196","754","https://x.com/Indostransfer/status/1806236315257852359","811427632336146433","Indostransfer"
"1845789171073568991","Mon Oct 14 11:30:06 +0000 2024","1611","Enam negara yang belum terkalahkan di Putaran Ketiga Kualifikasi Piala Dunia 2026 Zona Asia. Selain Indonesia siapa saja negara-negara tersebut? Mari kita bahas perjalanan mereka sejauh ini. Apresiasi untuk Coach STY &amp; para penggawa timnas!🇮🇩 Sebuah utas~ https://t.co/bRdFLgDzrH","1845789171073568991","https://pbs.twimg.com/media/GZ2PdibbEAAla8i.jpg","","in","Sleman, DIY","5","12","99","https://x.com/FandomID_/status/1845789171073568991","1175357460468490251","FandomID_"
